names	fccommunity
SOCS4	25
SOCS5	25
SOCS6	25
ENSG00000215778	8
BPTF	20
CBLC	25
CNTFR	25
IL12RB1	25
IL13RA1	25
IL13RA2	25
IL15RA	25
IL21R	25
IL2RA	25
LIFR	25
MPL	25
PIK3C2B	25
PIK3C2G	25
SOCS2	25
CD63	13
CRKL	19
KITLG	25
MATK	13
PTPRO	21
SPRED1	21
ARC	22
CACNG2	22
CASP9	19
DUSP14	15
LAMTOR3	15
MOS	12
NOM1	23
YWHAB	1
MAP3K12	24
RHOG	19
MYO1D	4
PLOD1	12
RPS27L	12
SCO2	15
PRKCG	15
AVPR2	22
BCL6	21
CEP135	21
DUSP10	15
DUSP6	15
DUSP7	15
ELK4	21
HIVEP1	21
LMNB2	15
MAEL	4
MCL1	19
NKX2-1	21
NR5A1	21
NTRK3	25
PAOX	23
PLA2G12A	11
PLA2G12B	22
PLA2G1B	11
PLA2G2A	11
PLA2G2D	11
PLA2G2E	11
PLA2G2F	11
PLA2G3	11
PLA2G4A	11
PLA2G5	11
PLA2G6	11
PTPRR	15
RGS19	22
RHOB	22
ROS1	25
RPS6KB1	22
SLC9A1	19
SNCG	18
SREBF2	21
SRF	21
STMN1	18
TATDN1	14
TNFRSF25	19
TNIP1	12
TOB1	21
TSC2	22
WRNIP1	11
YBX3	12
ZMYND11	17
ENSG00000206377	22
ENSG00000206478	15
C4orf29	11
DUSP5	15
DUSP8	15
SUPT20H	4
TBX3	21
CCDC6	4
HMMR	15
IRX2	15
TAF1A	20
TAF1B	20
ZNF7	7
DUSP2	15
DUSP9	15
IRS4	1
MAP3K13	15
MAPK8IP1	22
MECOM	21
NFATC2	21
NFATC4	22
PTPN5	13
PTPN7	15
RAC2	25
ANKRD7	7
ARHGEF16	25
ARHGEF17	25
ATP6V0C	23
CHGB	25
ERRFI1	25
FANCF	18
NOL11	2
PACS2	25
REEP4	25
SAAL1	4
SAV1	25
SHROOM1	25
SIK1	15
MAP4	24
STK11	12
MLLT10	4
CCNT1	6
CCNT2	6
CDK6	21
CTDP1	6
E2F3	21
E2F5	21
ELL	6
ERCC8	6
GTF2A1	20
GTF2A2	20
GTF2H4	20
KAZN	15
NCBP2	6
NELFA	6
NELFB	6
NELFCD	6
POLD1	1
POLD3	20
POLR1C	20
POLR2F	6
POLR2J3	20
POU2F2	21
RBM48	24
RFC5	1
SUPT16H	20
TAF11	20
TAF13	20
TAF4	20
TAF4B	20
TAF7	20
TTF1	20
XPA	20
ENSG00000206349	21
ENSG00000032514	20
DHRS7	12
DHX36	12
GNB1L	8
OTUD4	12
PRR5	12
RPS6KB2	15
SMG1	5
VPS18	14
ENSG00000206376	22
ENSG00000137324	22
EDC4	25
NFIB	21
GNG12	22
MAP2K1	22
ADCY1	22
ADCY10	6
ADCY2	6
ADCY4	6
ADCY5	6
ADCY6	6
ADCY7	6
ADCY8	12
ADCY9	6
GMPR2	6
GUCY1A2	6
GUCY1A3	6
GUCY1B2	6
GUCY2C	6
GUCY2D	6
GUCY2F	6
NPR2	6
GPT	23
LDHD	23
UBE2H	20
PHKG1	22
PPP1CA	1
PPP1R3B	22
ATOH7	21
MYT1	11
PHLDB1	10
PITPNM1	15
PRDM1	4
RASGRF1	25
TPPP3	3
TRIAP1	20
ENSG00000176276	3
CCNG2	21
LRRC29	17
SPSB1	21
TCF7L2	21
ENSG00000206329	15
ENSG00000206256	8
PRKAG3	17
SLC2A4	17
RPRD1B	20
VPS8	20
WDR44	22
ZNF710	20
ANXA7	4
CACNA1H	22
PPP3R2	22
SLC8A1	22
ZMYND8	21
ENSG00000206325	4
ENSG00000197003	22
CIB1	24
GZMB	19
IGHM	13
PIAS1	21
ACKR6	24
ARFGAP1	14
ARHGAP5	22
GNA13	22
ITGB2	13
KCNA2	22
NPHP1	4
PITPNM2	25
BIRC2	19
GEMIN4	6
GXYLT1	18
KCTD12	18
NOD2	19
AMD1	23
ARNTL	21
CALD1	22
IL2	25
PEAR1	25
PTPN2	25
ARAP3	15
DRD4	2
ESR2	21
ETS2	21
FHIT	21
GJB1	15
HNF1A	21
KCNQ5	22
MT-ND2	18
PPARD	21
ENSG00000212876	19
DHX9	16
ICA1	24
SNRK	12
CASP14	19
CASP2	19
CASP5	19
LATS1	19
PRKRIR	12
ZC3H12A	19
SASS6	4
TNRC6C	15
LDHB	23
PPP6R2	12
ENSG00000173503	19
ARSE	17
HSH2D	15
ITFG2	20
PRLR	25
SOCS1	25
OTUD6B	15
TP53BP2	19
APLF	21
C1D	3
CLCA1	12
GNA11	12
RYK	12
TJP3	12
WFS1	12
WRN	20
ALCAM	12
CD24P4	15
CHST15	15
FCAR	13
FOLR1	15
GRIA3	22
HOXC10	12
PRAM1	4
S100A9	12
SLC4A1	19
AANAT	22
PRKACA	22
ABCA1	22
ADD1	22
AKAP14	22
AKAP3	22
ASIC1	22
ATP2B1	22
ATP2B2	22
CACNB2	22
CAMK1D	14
CDK16	4
CDK5RAP2	4
CETN1	22
CLDN3	22
DLGAP1	22
DMTN	22
ETV1	21
GABRB3	7
GALK2	17
GJA5	22
GLI1	22
GNAS	22
GNMT	23
GP1BB	13
GRIK2	22
HAND1	21
HDAC8	20
HMGN1	15
HMGN2	15
HMGN2P8	15
ITGA4	13
ITPR2	22
KCNH2	24
KCNJ12	22
LCP1	17
MEP1B	25
MYO5A	22
NIN	22
PDE3A	6
PDE3B	6
PFKFB1	22
PHKA1	22
PHOX2A	21
PKIG	22
PLIN1	22
PPP1R17	22
PPP1R1B	22
PRKACG	22
PTPN12	4
PTPN13	22
PYGL	23
RAP1GAP	22
RGS14	22
SLC2A2	1
SUFU	4
TPH1	18
YIF1A	14
YIF1B	14
ENSG00000197369	22
ADAM22	22
AKT1S1	22
ALDOC	22
ARHGEF28	22
ATL3	2
BSPRY	19
C14orf166	22
CALB2	22
CBLL1	12
CDC25B	21
CDC5L	4
CDK17	22
CMPK1	23
DCLK1	22
DFFA	19
GLTP	22
HDAC5	21
HDAC7	21
HECTD4	13
HUS1	21
KLC3	22
KLC4	4
LANCL1	17
LARP1	21
MPP3	22
MRPS27	22
MYCBP2	22
MYOF	22
NFATC1	22
PARD6B	22
PCM1	4
PDE1B	22
PGLYRP1	22
RAB15	22
RALGPS2	22
RTCB	24
SH3GL2	22
SLAIN2	22
SLC25A22	22
SLCO4A1	23
STK25	22
STK38	22
TBXAS1	22
UCP3	22
VAT1	22
ZYG11B	12
RNF20	8
RNF40	4
WDR12	3
VPS29	14
HDDC2	14
MAK16	3
YPEL4	3
CDC42BPB	3
PIGT	14
IPP	4
MCM10	20
COQ7	14
GPR88	6
SNRNP40	17
FMNL1	6
MLH1	20
MRPS24	4
PDCD7	6
CPA2	14
TGS1	21
TAL1	21
EIF4EBP1	12
MOSPD2	14
GPATCH11	23
RPL21P1	25
ENSG00000186244	5
OTC	14
ATP10D	20
KDM4B	20
MDC1	12
NLRP2	19
PPME1	20
ZNRD1	20
ENSG00000206502	20
UHRF1	20
TFAP2B	21
ZMPSTE24	12
ASL	20
ATP12A	12
CDK5RAP3	12
FAHD1	12
UTRN	12
ENSG00000100141	11
ENSG00000215727	12
RUNX1T1	21
AP1M1	13
FADD	19
ARNT2	21
DNAH9	21
DROSHA	21
EHMT1	21
KY	4
TNFRSF8	21
WDR35	21
ENSG00000215684	20
ENSG00000206234	4
ATP9B	14
SLC43A1	2
ENSG00000206440	4
DAK	14
DST	16
EIF4BP6	3
POP4	11
PRRC1	11
PUF60	4
SYMPK	6
TRMT6	3
TUT1	11
HECTD2	7
PEX2	12
DUSP12	3
PDS5B	4
RAB8B	14
CSTF2	6
DDX42	6
HNRNPR	6
PABPN1	6
POLR2I	6
SNRPB	6
SRSF11	6
SRSF6	6
SRSF7	6
SRSF9	6
REV3L	20
STK19	6
ENSG00000206265	6
CKB	12
ERCC1	20
PPIH	6
LIME1	11
NINL	4
CHD8	17
KANSL1	4
KAT8	21
LAS1L	3
PHF20	20
FMNL2	6
FMNL3	21
SDK1	6
STIM2	4
UBR4	22
ZNF341	6
ZNF451	4
ETFDH	7
FBXO42	18
PTGES3L-AARSD1	16
HOOK3	4
TRIM51	4
SETD3	12
SLC16A14	10
ACSF3	3
ARHGAP17	4
PPM1D	4
DYNLL2	22
GINS4	20
GOPC	22
NCKAP1	22
OXA1L	18
PAFAH1B2	18
PIF1	20
RBBP4	21
ASCL3	21
PRPSAP2	3
RUNX1	21
SLC25A36	24
BTBD10	14
EEF1B2	3
KLHDC3	4
MPP6	24
PYROXD1	17
VTA1	4
ENSG00000102391	3
AARS	23
CNOT8	14
CYP3A4	3
NOL9	3
VANGL1	7
ENSG00000213705	3
ABHD11	3
CBX5	21
AMT	4
PAX9	18
TXNDC9	24
ASCC3	17
CHD2	17
FAM120C	17
IGHE	17
RBM33	17
RSBN1	17
STOM	17
ZNF317	17
ZNF592	17
ZSCAN12	17
FAM169A	13
KRT72	13
MOCOS	13
BCAS2	21
C16orf80	5
C19orf43	6
NIPBL	21
NRIP2	6
SNRPC	6
SUGP1	21
AKT3	25
CHMP4C	13
ENSG00000115934	21
SMNDC1	6
CLNS1A	6
GEMIN7	6
LSM10	6
LSM11	6
ZNF473	6
MT-CO1	18
MT-CYB	5
CASC3	6
GNPTG	11
RHOXF2	4
UPF3A	5
ENSG00000096467	5
ATP6V1G1	14
CKAP5	20
GABARAPL1	14
CACHD1	4
CSH1	25
CTSA	17
PPIE	22
DPP7	24
FOLH1B	20
SMARCD2	20
VWA5B2	9
ENSG00000198329	1
ENSG00000130288	19
DMAP1	20
AGXT	23
AGXT2	23
AIFM3	23
GPT2	23
IARS	23
DLD	16
MLYCD	23
MPG	18
OXCT1	18
PCCA	18
PDHX	23
PRDX3	5
SERBP1	5
ACYP2	18
ALDH1A1	18
ALDH1A3	18
ALDH1B1	1
ALDH3B2	18
ALDH7A1	18
ALDH9A1	18
ATF7IP	21
CNOT10	12
PARVA	4
PARVB	22
PFN3	22
TMSB4Y	4
CYP7B1	18
GK	18
PIPOX	23
SHMT1	3
GATM	23
SARDH	23
ELF3	4
FTCD	4
ME2	23
NDUFAF1	4
AIMP2	4
TNFRSF10D	18
GUK1	18
PARK7	21
SNAI2	4
MRPL43	3
MXRA5	21
NAA50	3
UBAC1	12
UBE2L3	18
UROD	3
GNPNAT1	1
RGS1	24
GLMN	22
TRPC3	22
ARHGAP24	22
BTBD17	21
CMIP	16
DRAP1	4
DRD1	22
DRD2	22
DRD3	22
EML1	21
F3	13
GRIK1	22
GRIK3	22
GRM4	22
GRM8	22
INPP5J	25
KCNJ2	22
MAP2K4	25
NAPG	4
SELE	12
SIGLEC10	11
TENM2	13
TRIO	4
ZBTB8OS	4
ACYP1	18
BPGM	23
CHP1	22
DTNA	4
NPAT	23
PGK2	23
ENSG00000186076	23
CELSR2	24
DAO	23
SPOP	21
RAB9A	14
EDEM1	14
NOL10	3
ACADVL	12
APAF1	19
APOB	12
BAG4	12
EIF2AK2	12
HSPBP1	12
PHLDA1	12
SLC5A1	12
TINF2	12
ENSG00000215702	12
SLC35E2B	14
TIMM23	14
ME1	23
PCK1	17
PCK2	17
HDAC3	21
AFMID	4
ALDH1L1	22
KEAP1	7
MTFMT	4
MTHFD1L	4
TYMS	18
ABHD14A-ACY1	22
ARG1	22
ARG2	22
ODC1	18
SLC25A15	14
SLC35F6	18
CSMD1	21
EIF2AK3	21
GPRC5C	5
HDAC9	21
HSF4	21
IDI2	21
KIF13B	21
LPAR4	21
MTMR6	21
NKRF	21
OSR1	21
PCDH9	21
POU2F3	21
SNF8	14
TRAF3IP3	21
UTP6	21
VPS25	20
GAPDHS	23
ENO2	24
ACRC	13
DPH2	14
GGT1	10
NDRG3	4
SYT16	11
ZNHIT3	21
CTRL	23
PSMD9	23
PSMF1	23
ENSG00000204261	4
KCNQ1	23
ELOVL1	5
MAGEA4	5
PITX1	21
PITX2	21
BRAF	15
PGGT1B	25
PRKCA	15
RASA2	25
RASGRP1	25
RASGRP3	25
RASGRP4	25
ANK1	13
ANK2	22
EXOC8	14
FANCA	18
FGFR1OP2	25
KIAA1468	22
MAT2B	22
PTOV1	25
PTP4A1	21
RAB3A	22
RAB3D	22
SPTBN5	22
SV2A	22
TES	19
AQR	21
ATP2A3	12
CLDN11	22
CLUAP1	4
DAB2	12
REPS1	12
S100A2	12
SEC14L5	14
TMOD2	12
PSME1	23
NTHL1	23
RAD18	20
ADAR	23
KIF17	4
NUP50	2
NXF3	22
SLC12A9	1
ARL8B	14
NCALD	14
SIRT2	21
MAP3K10	22
SLC35E1	14
SULT1E1	24
SYT9	22
STRADB	12
ENSG00000125695	12
AARS2	25
MEGF10	25
CADPS2	25
HSPA12A	25
ITSN2	24
SART3	6
SCAPER	4
TMEM132A	11
VWA8	25
AASDH	20
GNL1	3
COQ6	14
FIP1L1	3
GTF2B	21
PMPCA	20
ATG9A	3
RPF1	3
GATAD2A	20
HIST2H3A	20
HIST3H3	20
HSBP1P2	21
IL16	20
KCNJ16	20
KCNJ4	20
KCNJ8	20
L3MBTL1	20
LIN54	21
MYLPF	21
PARP10	20
HIST1H2AA	20
H2AFB2	20
HIST1H2BA	20
ZFR2	20
DEK	20
E2F4	21
HIRIP3	20
HIST1H1B	20
NCOR1	21
ENSG00000188223	21
ANKRD44	20
ASF1A	20
CCT8	1
COQ4	20
CSTB	21
DBNL	23
DLG3	22
ENY2	20
GADD45A	20
GOLGA4	21
HEATR1	3
HIST2H2AC	20
HMGB1P5	20
KDM2A	21
MON2	14
MYB	18
NAA16	20
NME2	23
PBLD	20
PDAP1	21
PHF20L1	20
POLR3B	20
PPIP5K1	3
PSME4	1
PTMA	20
RAD51B	9
RBM19	3
RFX2	20
SETD8	20
SFMBT1	20
SLC4A2	21
SMC1A	6
SUPT6H	20
TBL1X	21
TBP	20
TMED10	14
TOX	20
UTP14A	24
UTP18	3
WDR36	3
ZMAT2	6
ENSG00000215719	20
RAG2	21
SUPT7L	20
TADA2B	20
TAF6L	20
TAF9B	20
UBA3	20
AASDHPPT	11
MDFI	4
C19orf60	9
CCDC120	4
TAP1	4
ZNF581	4
ZNF607	4
APIP	19
CASP10	19
CCDC33	4
CDCA3	12
DLGAP5	4
EDAR	19
ENKD1	4
ERN1	19
FAM120B	19
FATE1	4
FBF1	4
FBXO28	11
FXR2	4
HINFP	4
HIVEP3	19
IKBIP	19
ITPK1	21
LNX1	4
LTBR	19
LZTS2	4
NECAP2	14
NUDT18	4
RFX3	21
SIAH2	18
SPATA2	12
TAB3	12
TCEANC	4
TCEB3B	4
THAP7	4
TNFRSF17	19
TNFRSF18	19
TNFRSF19	19
TNFRSF9	19
TRAF3IP2	12
TRIM37	4
TRPC4AP	19
UBXN11	25
ZBTB25	4
ZBTB43	4
ZFAND6	19
ZNF646	19
ENSG00000180882	4
ENSG00000185509	19
ENSG00000206439	19
ENSG00000205941	6
ENSG00000108516	19
COPE	23
SF3B1	6
MAN1A1	12
MAN1A2	21
MAN1B1	14
MAN1C1	21
PDE6D	6
BDP1	20
BRF1	20
GTF3A	20
GTF3C5	20
POLR3D	20
FRS3	15
GTF2H2C	20
LSM3	6
LSM7	6
TBC1D25	9
LHX3	21
PSMD5	23
PCOLCE	13
TFCP2	19
USP18	12
MICAL2	24
ENSG00000181784	24
PSPH	20
SDS	17
ROBO4	1
DNMT3B	21
NCAPH	4
TRAF3IP1	4
AATF	3
BYSL	3
DAZAP2	4
DHX37	3
DIMT1	1
DNAJC19	14
GNB2L1	3
HIST1H2AG	20
HIST1H2AK	20
HIST2H4B	20
IMP4	3
KRI1	3
KYNU	17
LDOC1	4
MVD	3
NAT10	3
NOP9	3
RBBP8	21
STIP1	23
TFIP11	6
TSR1	3
UTP15	3
UTP20	3
WDR43	3
ENSG00000185057	3
NAA30	20
ATP6V1D	23
ATP6V1E1	23
CSTF3	3
CUL1	12
DCP1A	5
DHDH	14
EIF3CL	3
EIF4G3	3
ELP2	20
GRPEL1	23
HIPK3	21
IKBKAP	1
KIAA0368	23
MCM5	20
PAPOLA	6
PPP6C	1
PPP6R3	16
RIOK1	15
RPL31	16
SACM1L	14
SLC25A34	14
TBC1D8	14
TRO	16
TROAP	20
TUBB	14
WBSCR22	3
PEF1	4
RNASEH2B	4
TLK1	20
WEE1	15
ARID1A	21
GID8	20
LCMT1	20
MEIS3P2	17
PAN3	4
PANK4	21
PLK3	22
PPP2R5A	22
PPP2R5C	20
RAD51C	9
RAD9A	21
SLC9A6	14
TSSK1B	12
TTC39B	14
WASL	14
ZDHHC17	14
COPZ2	23
RCE1	14
AQP4	13
CABP1	22
CLTB	14
CSK	15
CSN3	5
DCK	15
DCTPP1	15
DVL1	7
DVL3	7
EIF2AK1	15
ELOF1	20
EPHB2	15
G3BP1	15
GLI3	20
HMGA2	18
HNRNPC	6
KIF1C	22
LEPROTL1	15
MAP3K4	15
MYCN	21
MYF5	21
NCF1	22
NTRK1	15
PARS2	20
PDP1	3
POLG	20
PRDX5	23
STON1-GTF2A1L	21
TGFBR1	15
ENSG00000137332	15
ENSG00000091436	15
ENSG00000215077	20
ATF4	21
ATXN1	4
BATF2	4
CALCOCO2	4
DAZ1	4
DAZ3	4
DAZL	4
EXD3	4
GPSM1	4
LMO2	21
NDUFA5	1
PLSCR1	4
TLE1	24
TOLLIP	4
WWP1	21
ZFAND2B	4
ENSG00000196435	11
ENSG00000214358	4
CLUH	23
MRPS9	3
DNAJA1	6
FANCD2	1
GSG2	1
KPNA4	1
MAGED1	4
MYO9A	1
P4HA1	1
PLOD3	1
RPP30	1
NMRK1	25
CORO7-PAM16	14
TIMM17B	14
ABCE1	3
ACTN2	22
AGTRAP	25
ATP5A1	15
ATXN2	17
ATXN7L3	3
CCBL2	4
CDH2	22
CLTC	14
CRNKL1	6
DDX19B	4
DDX6	16
EIF3M	12
GNB1	22
GOLM1	22
GRIN2B	22
GSK3B	15
HBA1	13
ITGB1	13
ITGB5	13
LRP12	4
LSM2	6
MRPL27	3
NAF1	14
NEK2	3
NOC3L	3
NOP2	3
NSMAF	19
PACS1	14
PCID2	6
PFKP	23
PKLR	23
PLRG1	6
PMS2	21
PRKCD	15
PRKG1	22
PRPF19	6
PRPF6	1
PSMC5	23
PSMD3	1
PTN	24
RARS2	23
RASA3	25
RPL27AP	16
SF3A1	6
SF3B2	6
SIN3B	21
SLC27A6	11
SLC4A7	19
SNRPD3	6
THOC2	23
TIMM44	14
TMLHE	6
TNFRSF1A	19
TSC22D4	4
TUBB2A	24
VCL	24
ENSG00000172850	6
ENSG00000206412	3
TTBK1	19
CPSF4	20
DNAJB12	12
ELP4	20
FOLH1	12
HDAC6	6
HSPA1A	12
ING4	20
IRAK2	12
ITFG3	12
LMNA	1
MRPL44	12
NUCKS1	12
OPA1	12
PDIA5	12
PRMT5	16
RAP2B	12
RSL24D1	3
SLC16A1	12
UBAC2	12
YEATS4	20
ENSG00000212860	12
ENSG00000215292	12
ABLIM1	16
ABLIM3	16
ACTB	22
ACTR2	16
ATP6V1C1	23
CBR1	16
CDC16	14
CDC6	20
CEP70	23
CTSD	14
DLG2	22
EGR1	20
GATAD2B	20
GCN1L1	1
GSTM1	16
HIST1H1A	20
HIST1H3A	16
HIST1H3B	16
HIST2H3C	20
KAT5	20
LIN52	21
MATR3	16
MRPL36	3
MYBL1	21
MYH9	16
MYO1C	16
MYO1E	14
NACA	23
NAP1L4	20
PADI4	20
PHB	12
PHLPP2	3
PLD1	11
PPIAP22	16
PPP2R4	20
RACGAP1	16
RBL2	21
RTF1	20
SCIN	16
SMARCA5	1
SMU1	16
TMED5	3
TUBB2B	14
WDR1	16
ENSG00000206211	20
ENSG00000214082	20
ENSG00000215699	16
ENSG00000214605	3
ARF1	14
COQ10A	3
EBNA1BP2	3
GCLC	23
ISCA2	23
SRR	23
CAT	18
HAAO	18
WDR4	17
AEBP2	21
DPPA4	25
FAM107A	4
FAM208B	4
GNL3L	4
KRT15	4
MZF1	4
NRIP1	21
POLL	23
ZNF250	4
ZNF408	4
RPS6KA5	16
ARHGAP18	24
INO80E	20
KNSTRN	24
CTNNA2	22
FAM63B	1
SUGT1	22
BRAP	18
DDX17	6
KCNIP1	4
TP53RK	23
TRPT1	6
ATN1	4
CNBP	3
COX5A	18
FPGS	14
LRIF1	24
NEMF	3
ANAPC1	6
ANAPC2	6
DDX50	6
NOL8	6
PPIG	6
SLC5A7	16
RXRG	21
CD3EAP	12
KIAA1033	8
MAEA	14
PDCD2	12
CDK9	15
CTPS2	6
ENTPD1	6
ENTPD3	6
GUCY1B3	6
LIG1	20
PNPT1	6
SATB1	21
SNRPA	6
TCEB3	6
U2AF2	6
IQGAP2	1
NFKB1	12
NOV	13
PBDC1	6
PRPF4B	6
RASAL2	12
GFPT1	15
QARS	23
PSMB8	4
ENSG00000206296	4
ENSG00000206372	13
C16orf72	1
GPLD1	1
ISOC1	21
ENSG00000206232	4
ENSG00000206298	4
CHML	14
GORASP1	4
GORASP2	4
MICAL1	24
MICALL1	22
MTMR8	14
RAB11B	14
RABAC1	14
STX5	14
BNC2	4
KDM5A	20
LIN9	21
PAX5	21
PRDM2	21
PURA	22
RBBP9	21
SERPINB2	13
SNAPC1	20
SNAPC3	20
SUV39H1	21
USP4	21
ENSG00000180733	21
FAM175A	21
LIMS1	4
LMO4	21
ETV7	21
COMMD10	12
COMMD2	12
COMMD4	12
COMMD7	12
DPF2	12
IRF1	21
ITGB3BP	24
KRIT1	22
PPP1R13L	21
PYCR2	12
TNIP2	12
TOMM40	14
CRELD1	24
EHMT2	22
MLST8	23
SH3YL1	3
WIZ	12
ENSG00000005189	4
GGACT	3
AES	4
ANKZF1	14
CDC27	14
COG3	14
CPA4	3
LPL	25
MAGEB2	3
MED7	6
METTL2A	14
PSTPIP1	4
RBFA	3
RNF185	4
RPL22L1	3
SFXN5	14
TRAF6	18
TRAPPC1	14
TRAPPC3	14
TRAPPC4	14
TRMT61A	3
WAS	6
WDR70	11
WHSC1L1	12
ENSG00000105972	4
ENSG00000104637	18
ENSG00000197149	3
TCF12	21
CYP4V2	7
MRPL39	19
OSGIN2	11
RTFDC1	4
TTC14	14
ATG12	4
ATP1A3	22
MCC	18
NETO2	3
PRKRA	24
RUNX2	21
SNX1	14
SPCS3	14
WIPF1	14
XBP1	21
CALR	4
FBLN2	13
HAP1	24
HIP1	19
HOXA9	21
HOXD12	21
LIMK1	15
NFKB2	12
PGLS	4
PTTG1	21
TMEM41B	4
CCNB2	20
ING2	20
NDN	21
PABPC4	12
PARN	12
PSAT1	23
SPG7	4
WRAP73	4
CTSZ	4
DRGX	7
LBX1	4
MAP3K8	12
MRI1	24
TUBG2	14
FRA10AC1	24
RASSF8	4
SMYD2	22
CAMSAP2	21
STAU2	4
ANAPC11	7
UFD1L	14
SERPINB1	13
BCOR	21
COMP	4
ASRGL1	3
CHCHD3	24
COX6B1	14
CSRP3	24
DLL1	7
ETNK1	10
HPS4	14
LTV1	10
MYOZ2	24
NDRG1	16
NDUFA4	24
PAX6	21
SDPR	22
SPARCL1	4
SPO11	20
USP16	18
ENSG00000167774	4
AMOTL1	6
APOD	25
C11orf49	21
CCDC50	20
DTD1	14
EDEM2	11
FAM151B	22
LIG3	21
MPDU1	4
PKNOX1	21
SNX6	4
TEKT3	21
CRIM1	4
MOB3B	3
UBP1	22
DNMT3A	21
BCAT1	14
MRPS15	18
NAA25	18
PFAS	18
RASSF2	21
TREH	14
UMPS	18
ENSG00000133511	18
MORF4L2	20
MRGBP	20
PSD3	24
ERN2	14
SEL1L	14
XKR7	4
SLC4A5	3
PIAS2	21
SP4	21
ZBTB7A	21
ATP6V0E1	23
CXXC1	21
DHX29	4
LMX1B	4
PPIP5K2	23
RABEPK	14
RBMX2	6
TUFT1	13
UBOX5	21
ZCCHC7	14
PLA2G15	21
PCYT2	17
ASH2L	21
HCFC2	21
AP3M2	19
HOMER2	13
PPP1R26	3
THADA	18
AFG3L2	14
LANCL3	3
NEGR1	3
SLC25A28	14
TSC1	22
MAFK	21
MROH7	23
NFASC	22
AGFG1	18
KRTAP4-12	4
ENSG00000212908	4
AATK	19
STK39	19
RELT	19
SLC12A6	19
ABAT	18
ALDH5A1	18
DPY19L2	18
DPY19L2P2	18
ENSG00000214221	18
ADH1A	18
ADH1B	18
ADH4	18
ADH7	18
ASMT	18
CYP2A13	18
CYP2A7	18
CYP2B6	18
CYP2F1	18
CYP4A11	18
CYP4F12	18
CYP4F8	18
CYP4X1	18
CYP4Z1	18
DZIP3	18
MOCS3	14
MSH5	20
ENSG00000096474	20
ARHGEF11	22
ARHGEF12	22
PDLIM4	4
RIMS2	22
ABCA6	13
APOF	13
CACNA2D2	13
CETP	13
CFD	13
CFHR2	13
HPX	13
LECT1	13
MAP7D1	24
OBSL1	13
PDE1A	6
PRSS1	13
ROBO3	13
TNFRSF10C	13
UNC79	13
ENSG00000206340	13
ENSG00000204359	13
LPAR1	22
DAP3	21
EDA2R	19
LRRCC1	9
NOL3	19
PIDD	19
CLDN1	22
FZD1	7
PLEKHA2	6
ENSG00000214409	24
DRP2	13
ABCA2	6
STARD9	4
STK36	4
ABCB1	6
HAX1	12
RNF2	21
DMBT1	22
FLOT1	22
GJA3	12
ITGB4	13
ITGB7	13
STOML3	6
ENSG00000206480	22
ABCB11	10
DGKD	25
IL1A	19
PKD2	14
PSAP	12
WSB1	12
FLRT3	24
INO80C	20
L3MBTL2	2
PELP1	21
SUMO2	24
ABCB10	1
ABCB4	12
ABCB5	4
ABCB6	2
GATA4	21
AKIRIN2	4
C2orf47	10
DAGLA	4
HPGDS	22
KLF13	21
LMO1	21
NKX2-2	21
PUM1	21
TBX5	21
FTH1	24
FTMT	12
PPOX	20
ABCB8	22
ABCC1	4
USP32	20
OCRL	25
PI4KB	25
PLCD4	25
PLCE1	25
PLCZ1	25
ABCC2	12
PDZD3	12
AMBN	13
HLA-E	4
HLA-F	4
HLA-G	4
HTR3A	24
MBTPS1	25
SLC35D3	14
ENSG00000137403	4
ENSG00000206506	4
ENSG00000206493	4
ENSG00000211889	25
ENSG00000206509	4
ELMO1	21
ASIC3	22
SLC26A3	12
SLC9A3	12
ABCC8	25
ABCC9	21
WRB	21
AIRE	21
ALX1	21
CITED2	21
DACH1	21
GMEB2	21
KLF4	21
MAML1	21
NFE2L2	21
NMI	21
NPAS2	21
POU1F1	21
RARA	21
SERTAD2	21
TRERF1	21
ZNF639	4
ENSG00000153807	21
CCDC106	24
PHACTR3	1
PLEKHA4	24
RBM7	4
GATA6	21
NR1I3	21
ABCD1	18
ABCD3	4
MEST	4
CLCN3	12
PEX11B	12
PEX16	9
PEX26	12
PEX3	12
PXMP4	12
SLC25A17	12
UNC45B	12
AGPAT9	4
ZC4H2	21
EFHD1	24
ABCD4	2
TMEM66	2
ACD	12
GAL3ST4	17
GSE1	16
MSX2	21
FAM96B	9
RNASEL	11
ABHD4	14
ASPA	18
CSAD	14
DHODH	14
NUDT6	21
RIPK1	19
SRPR	14
TTI1	14
CCDC90B	24
ENSG00000212678	24
ENSG00000141342	24
MBD2	21
MBD3	21
MTA2	16
TFE3	21
CUL3	21
IGLON5	21
NTM	21
ENSG00000214186	21
EIF1	24
ERP44	4
WDR48	23
MKNK1	15
RRP36	19
IGDCC4	13
KRT6B	13
NCOA3	13
RNF14	21
ENSG00000204319	13
DHFRP1	21
MLF2	4
TOMM70A	14
ACTL6B	20
ST13P5	18
NFU1	22
CDA	18
DMC1	20
GLUD2	23
KCNAB1	22
OGG1	20
QPRT	4
TAMM41	14
ABCF1	10
FAM72A	12
FAM72D	3
FUNDC2	24
MRPS31	3
OFD1	24
UBE3B	23
XRN2	4
ENSG00000180958	23
ENSG00000206490	24
ENSG00000206410	24
C2orf76	14
CTU1	22
KIAA1549	24
PEX12	12
QRSL1	20
VPS45	14
ATG7	14
